Marka,Model,Year,Price,Brand ID,Model ID
BMW,X7,2023,78700000,11,147
BMW,318,2002,4300000,11,129
Kia,Rio X-Line,2021,10140000,2,221
Hyundai,Sonata Style,2023,14990000,13,632
Infiniti,FX35,2008,9900000,28,502
Kia,Carnival,2021,25200000,2,313
Nissan,Patrol,1994,3600000,17,29
Toyota,Land Cruiser,2013,29999999,0,43
BMW,520,1995,3500000,11,281
BMW,X7,2019,48500000,11,147
Toyota,Land Cruiser Prado,2022,35500000,0,21
Ford,F-Series,2020,41000000,24,284
Genesis,GV80,2021,37000000,31,534
Porsche,Taycan,2020,47000000,8,241
Daihatsu,Terios,2007,4500000,63,633
Toyota,bZ4X,2023,20000000,0,293
Audi,A7,2012,14500000,6,453
Chery,Tiggo 8 Pro Max,2022,16500000,60,634
Honda,CR-V,2007,6500000,15,174
Toyota,Camry,2022,15500000,0,38
Toyota,Camry,2014,9000000,0,38
Daewoo,Nexia,2011,1600000,37,133
Chevrolet,Malibu,2021,13000000,22,291
Volkswagen,Jetta,2007,4500000,23,161
Mitsubishi,Montero Sport,2023,19900000,14,24
Toyota,Camry,2010,7500000,0,38
Mercedes-Benz,E 55 AMG,2002,6500000,12,482
Kia,Rio,2018,7400000,2,151
Toyota,Camry,2020,16500000,0,38
Land Rover,Range Rover,2019,73000000,4,6
Toyota,Highlander,2020,32900000,0,19
Kia,Cerato,2023,11090000,2,223
Toyota,Land Cruiser,2019,45000000,0,43
Subaru,XV,2013,7999999,19,299
BMW,X5,2016,20600000,11,30
Chevrolet,Cruze,2014,5000000,22,45
Hyundai,Accent,2014,4200000,13,50
Nissan,X-Trail,2021,12900000,17,58
Toyota,Land Cruiser,2018,36900000,0,43
Mitsubishi,Outlander,2007,6800000,14,77
Mazda,CX-5,2018,12000000,18,121
Mercedes-Benz,CLS 350,2005,7600000,12,89
Genesis,GV70,2021,34500000,31,231
Volkswagen,Passat,2007,6400000,23,101
Mercedes-Benz,S 500,2006,7700000,12,37
Toyota,Corolla,2017,8200000,0,65
Volkswagen,Golf,1992,1500000,23,85
BMW,530,2000,5500000,11,92
Toyota,Camry,1997,3200000,0,38
Hyundai,Santa Fe,2023,21000000,13,67
Hyundai,Creta,2022,12590000,13,143
Chevrolet,Cruze,2014,5000000,22,45
Nissan,X-Trail,2021,17100000,17,58
Nissan,X-Trail,2021,14500000,17,58
Zeekr,001,2023,28500000,3,5
Kia,Rio,2015,5900000,2,151
Toyota,Prius,2012,6200000,0,543
Subaru,Outback,2010,7100000,19,33
Toyota,RAV 4,2006,7700000,0,93
Volkswagen,Passat,2005,4000000,23,101
Mitsubishi,Pajero,1993,3500000,14,102
Toyota,Land Cruiser Prado,2021,29000000,0,21
Mitsubishi,ASX,2011,8000000,14,88
Toyota,Land Cruiser Prado,1997,6900000,0,21
BMW,328,2013,9300000,11,401
Volkswagen,Vento,1993,1000000,23,483
Hyundai,Sonata,2023,15900000,13,20
BMW,520,2014,11900000,11,281
Volkswagen,Caravelle,1992,3000000,23,295
Toyota,Land Cruiser,2010,15500000,0,43
Hyundai,Bayon High-Tech,2023,11190000,13,635
Hyundai,Bayon,2023,9050000,13,348
Hyundai,Tucson,2019,12110000,13,107
Kia,Sorento,2016,11600000,2,64
Kia,Cadenza,2015,9201954,2,578
Renault,Kaptur,2016,7434000,49,636
Subaru,Outback,2022,17300000,19,33
Toyota,Sienna,2022,37500000,0,162
Hyundai,Elantra,2018,9600000,13,17
Kia,K5,2022,13300000,2,4
Subaru,Outback,1999,3500000,19,33
Volkswagen,Polo,1995,1500000,23,152
Mercedes-Benz,E 320,2003,6450000,12,23
Hyundai,Staria,2023,29999000,13,90
Subaru,Legacy,2012,5500000,19,62
Kia,K3,2021,10350000,2,171
Toyota,Land Cruiser Prado,2021,28500000,0,21
Kia,Sorento,2023,21890000,2,64
Audi,80,1992,1500000,6,218
Hyundai,Santa Fe,2021,20500000,13,67
Toyota,Camry,2023,19500000,0,38
Mitsubishi,Eclipse Cross,2022,17900000,14,537
Mitsubishi,Eclipse Cross,2021,15300000,14,537
Toyota,Land Cruiser,2017,36000000,0,43
Toyota,Land Cruiser,2017,36000000,0,43
Mercedes-Benz,Sprinter,2010,14500000,12,145
BMW,530,2021,29200000,11,92
Toyota,Land Cruiser,2022,55000000,0,43
Toyota,Corolla,2007,4600000,0,65
VAZ,Priora 2171,2013,2300000,16,329
Toyota,RAV 4,2022,18500000,0,93
Mitsubishi,L200,2022,18500000,14,207
Mitsubishi,L200,2022,18500000,14,207
Mitsubishi,L200,2022,18500000,14,207
Mitsubishi,L200,2022,18500000,14,207
Mitsubishi,L200,2022,18500000,14,207
Mitsubishi,L200,2022,18500000,14,207
Mitsubishi,L200,2022,18500000,14,207
Mitsubishi,L200,2022,18500000,14,207
Mitsubishi,ASX,2022,14100000,14,88
Mitsubishi,ASX,2022,14200000,14,88
Mitsubishi,ASX,2022,14100000,14,88
Mitsubishi,ASX,2022,14100000,14,88
Mitsubishi,ASX,2022,14200000,14,88
Mitsubishi,Eclipse Cross,2021,14500000,14,537
Lexus,LX 570,2009,17300000,20,36
Mitsubishi,ASX,2022,14100000,14,88
Mitsubishi,Eclipse Cross,2021,14500000,14,537
Mitsubishi,Eclipse Cross,2021,14500000,14,537
Toyota,Camry,2012,9600000,0,38
OMODA,C5 Premium 1.5T,2023,13290000,74,637
OMODA,C5 Comfort 1.6T,2023,13790000,74,638
OMODA,C5 Premium 1.6T,2023,15190000,74,639
OMODA,C5 Comfort 1.5T,2023,11890000,74,640
Lexus,ES 350,2014,17000000,20,219
BMW,X5,2019,34000000,11,30
BMW,X6,2017,19800000,11,31
Lexus,RX 300,1999,4850000,20,98
Toyota,Land Cruiser Prado,2006,12800000,0,21
Toyota,Camry,2019,14500000,0,38
Toyota,Land Cruiser,2013,23600000,0,43
BMW,X7,2022,76000000,11,147
BMW,X7,2023,72500000,11,147
BMW,X7,2023,79500000,11,147
BMW,X7,2022,88000000,11,147
BMW,X7,2023,73000000,11,147
BMW,X7,2023,69500000,11,147
Subaru,Forester,2021,15500000,19,118
Voyah,Free,2023,28000000,35,112
Toyota,Highlander,2016,16990000,0,19
Volkswagen,ID.6,2022,18000000,23,142
Chevrolet,Malibu,2020,12940000,22,291
Geely,Monjaro Premium,2023,19990000,59,641
Toyota,RAV 4,2021,17500000,0,93
Lexus,RX 350,2019,27200000,20,66
BMW,X5,2021,45000000,11,30
Lexus,LX 570,2018,61500000,20,36
Kia,Rio,2014,6250000,2,151
BMW,X6,2021,52300000,11,31
Mercedes-Benz,S 320,2001,4500000,12,240
Toyota,Camry,2021,19900000,0,38
Hyundai,Accent,2021,9000000,13,50
Volkswagen,ID.4,2022,20600000,23,75
Volkswagen,ID.4,2022,20600000,23,75
Nissan,Navara,2007,8000000,17,642
Hyundai,Tucson,2023,15300000,13,107
Kia,Sportage,2017,11750550,2,125
Toyota,Land Cruiser,2021,51000000,0,43
BMW,530,2006,5500000,11,92
Hyundai,Elantra,2019,9300000,13,17
Toyota,Camry,2019,14500000,0,38
Volkswagen,Golf,1993,1600000,23,85
Nissan,Terrano,1995,2000000,17,28
Toyota,RAV 4,2017,14000000,0,93
Tesla,Model Y,2023,31900000,38,158
Toyota,Camry,2020,17200000,0,38
Land Rover,Range Rover Sport,2021,85000000,4,7
Mitsubishi,RVR,1995,1600000,14,233
Volkswagen,Polo,2022,10300000,23,152
Genesis,GV80,2021,36000000,31,534
Toyota,4Runner,2005,13000000,0,82
Kia,K9 Premium,2023,34990000,2,643
EXEED,LX Luxury,2023,12990000,41,175
Mercedes-Benz,E 260,1991,1500000,12,48
VAZ,Granta 2190,2014,1500000,16,327
Toyota,RAV 4,2004,6500000,0,93
Hyundai,Elantra,2015,7899999,13,17
Toyota,Fortuner,2022,27300000,0,393
Mitsubishi,Delica,1995,8900000,14,81
Mercedes-Benz,E 200,2003,4450000,12,71
Ford,Mondeo,1997,1450000,24,244
Honda,CR-V,2013,11980000,15,174
Volkswagen,Beetle,2001,2590000,23,644
Hyundai,Santa Fe,2020,16000000,13,67
Mazda,Familia,1997,1350000,18,645
Zeekr,001,2022,23000000,3,5
Hyundai,Sonata,2019,10200000,13,20
Hyundai,Sonata,2016,9200000,13,20
Toyota,Corolla,2022,10800000,0,65
Toyota,Avensis,2009,6000000,0,51
Zeekr,001,2023,28400000,3,5
Lexus,LX 570,2008,24000000,20,36
Mercedes-Benz,E 280,1992,2000000,12,140
Toyota,RAV 4,2015,11500000,0,93
Kia,Optima,2016,11700000,2,239
Toyota,Carina E,1993,3200000,0,18
Renault,Duster,2015,4500000,49,245
Kia,K5,2022,17500000,2,4
Mercedes-Benz,A 180,2013,9650000,12,646
Hyundai,Sonata,2020,13100000,13,20
Lexus,CT 200h,2015,12000000,20,647
Toyota,Fortuner,2022,25500000,0,393
Mitsubishi,Pajero,2007,8650000,14,102
Hyundai,Sonata,2021,14500000,13,20
Hyundai,Accent,2019,8200000,13,50
Toyota,Avensis,2009,6000000,0,51
Toyota,RAV 4,2022,22998000,0,93
Toyota,Land Cruiser,2013,25000000,0,43
Zeekr,X,2023,21000000,3,74
BYD,,2023,15100000,26,426
Kia,Rio X-Line,2020,9750000,2,221
Toyota,Carina E,1996,2200000,0,18
BMW,540,2017,24000000,11,56
Volkswagen,Golf,2012,13500000,23,85
Toyota,Camry,2017,14800000,0,38
Mercedes-Benz,A 45 AMG,2016,17500000,12,648
GAZ,GAZel' NEXT,2016,8000000,32,382
Mercedes-Benz,SLK 200,2004,8450000,12,649
Lexus,RX 350,2021,37000000,20,66
Kia,K5,2022,18200000,2,4
BMW,525,2003,6000000,11,49
Kia,Picanto,2023,8490000,2,243
Nissan,Qashqai,2014,9310000,17,182
Nissan,Cefiro,1998,2600000,17,35
Audi,A4,2011,13000000,6,134
Mitsubishi,RVR,1995,1800000,14,233
Kia,K5,2021,15800000,2,4
Hyundai,Sonata,2021,13500000,13,20
Kia,K8,2021,22100000,2,100
BMW,530,2011,10000000,11,92
Toyota,Camry,2006,6000000,0,38
Hyundai,Santa Fe,2023,23500000,13,67
Mercedes-Benz,G 63 AMG,2022,150000000,12,199
Changan,UNI-V Tech,2023,16500000,30,650
Zeekr,X,2023,19000000,3,74
Zeekr,001 YOU,2023,30000000,3,194
Land Rover,Range Rover Sport,2018,46800000,4,7
Lexus,RX 200t,2019,27600000,20,259
Mercedes-Benz,C 220,1994,1800000,12,232
Toyota,Camry,2019,14500000,0,38
VAZ,Priora 2170,2012,2250000,16,44
Toyota,Highlander,2003,8000000,0,19
Volkswagen,ID.4,2023,15700000,23,75
Toyota,Land Cruiser Prado,2018,26500000,0,21
GAZ,GAZel' NEXT,2013,11000000,32,382
Mitsubishi,Outlander,2023,22000000,14,77
Porsche,Cayenne,2013,19000000,8,12
BMW,428,2013,12500000,11,146
Kia,K9,2020,21000000,2,290
Porsche,Cayenne,2006,4500000,8,12
Toyota,Land Cruiser Prado,2022,34900000,0,21
Hyundai,Sonata,2023,14300000,13,20
Land Rover,Range Rover,2010,11990000,4,6
Toyota,Hilux,2023,25900000,0,138
Toyota,Land Cruiser,2022,60500000,0,43
Hyundai,Accent,2019,8370000,13,50
Subaru,Forester,2019,18300000,19,118
Toyota,RAV 4,2021,17300000,0,93
Land Rover,Range Rover Sport,2014,23500000,4,7
Nissan,Cefiro,1996,2200000,17,35
Volkswagen,Passat,2014,9000000,23,101
Mercedes-Benz,ML 320,1998,4000000,12,583
Toyota,Camry,1992,2800000,0,38
Hyundai,Sonata,2021,19500000,13,20
Lexus,GX 460,2021,40500000,20,318
Toyota,Windom,1997,5150000,0,104
Tesla,Model Y,2023,27700000,38,158
Lexus,LX 570,2010,23500000,20,36
Toyota,Mark II,1994,3800000,0,287
Toyota,Land Cruiser Prado,2015,17800000,0,21
Mazda,6,2019,10300000,18,237
Nissan,Qashqai,2018,12100000,17,182
Toyota,Land Cruiser,2016,37000000,0,43
Hyundai,Santa Fe,2021,17300000,13,67
Mitsubishi,Pajero,1995,2900000,14,102
Hyundai,Tucson,2023,17400000,13,107
Ford,Mondeo,2002,2500000,24,244
Audi,A8,2014,16500000,6,117
Toyota,RAV 4,2017,14000000,0,93
Volvo,S80,2006,3800000,29,651
Kia,Sportage,2023,16200000,2,125
Geely,Azkarra Flagship,2023,13190000,59,652
Kia,Soul,2023,13490000,2,91
Hyundai,Elantra,2019,9490000,13,17
Peugeot,301,2015,3800000,52,320
Lexus,ES 300,2003,7000000,20,355
Mitsubishi,ASX,2012,6000000,14,88
Toyota,Camry,2019,14500000,0,38
Volkswagen,ID.4,2021,14500000,23,75
Chevrolet,,2022,14500000,22,426
Hyundai,Tucson,2020,13800000,13,107
Toyota,Land Cruiser Prado,2022,36500000,0,21
Porsche,Cayenne Coupe,2021,83000000,8,271
Hyundai,Avante,2022,17800000,13,150
Geely,Tugella Flagship,2023,16990000,59,653
Cadillac,Escalade Sport Platinum ESV,2023,92000000,25,654
Lexus,RX 350,2014,17000000,20,66
Ford,Fiesta,2014,4000000,24,398
Lexus,RX 300,2021,33000000,20,98
Kia,Sportage,2023,21000000,2,125
Hyundai,Accent,2021,9500000,13,50
Toyota,Ipsum,1997,3700000,0,211
Hyundai,Tucson,2018,13500000,13,107
Toyota,Land Cruiser Prado,2022,38500000,0,21
Toyota,Land Cruiser Prado,2014,17990000,0,21
Jetour,X70 Plus,2023,14000000,72,655
Lexus,IS 300,2021,20500000,20,656
Infiniti,QX80,2021,48000000,28,78
BMW,740,2013,15800000,11,73
UAZ,Patriot,2012,3200000,1,181
Hyundai,Avante,2018,8300000,13,150
Hyundai,Tucson,2023,18790000,13,107
EXEED,TXL Premium,2023,18520000,41,179
Daewoo,Nexia,2011,1350000,37,133
Subaru,Legacy,1996,1200000,19,62
Dodge,Ram,2019,28200000,5,353
Chevrolet,Tahoe,2022,42000000,22,479
Toyota,Hilux,2017,16250000,0,138
Lexus,RX 330,2004,7790000,20,168
Hyundai,Creta,2020,10450000,13,143
Kia,Rio,2020,8650000,2,151
VAZ,Granta 2191Classic Optima,2023,5390000,16,657
Mitsubishi,ASX,2022,14700000,14,88
Kia,Cerato,2018,9550000,2,223
Porsche,Cayenne,2004,4000000,8,12
Toyota,Camry,2010,7700000,0,38
Kia,Sportage,2023,22555000,2,125
Hyundai,Santa Fe,2018,11000000,13,67
Mercedes-Benz,E 300,2022,34000000,12,416
Toyota,Land Cruiser Prado,1996,5600000,0,21
Toyota,Camry,1999,3200000,0,38
Toyota,Land Cruiser,2021,63000000,0,43
Toyota,Land Cruiser,2023,55900000,0,43
Zeekr,X,2023,19500000,3,74
Kia,K5,2021,15300000,2,4
Mitsubishi,L200,2022,18500000,14,207
Mitsubishi,L200,2022,18500000,14,207
Mitsubishi,L200,2022,18500000,14,207
Mitsubishi,L200,2022,18500000,14,207
Mitsubishi,L200,2022,18500000,14,207
Mitsubishi,L200,2022,18500000,14,207
Mitsubishi,L200,2022,18500000,14,207
Mitsubishi,L200,2022,18500000,14,207
Mitsubishi,L200,2022,18500000,14,207
Mitsubishi,L200,2022,18500000,14,207
Mitsubishi,L200,2022,18500000,14,207
Mitsubishi,L200,2022,18500000,14,207
Mitsubishi,L200,2022,18500000,14,207
Mitsubishi,L200,2022,18500000,14,207
Mitsubishi,L200,2022,18500000,14,207
Mitsubishi,L200,2022,18500000,14,207
Mitsubishi,ASX,2021,11950000,14,88
Mitsubishi,L200,2021,18900000,14,207
Mitsubishi,ASX,2022,14300000,14,88
Mitsubishi,L200,2021,18900000,14,207
Mitsubishi,L200,2021,18900000,14,207
Mitsubishi,L200,2021,18900000,14,207
Mitsubishi,L200,2021,18900000,14,207
BMW,750,2020,45700000,11,141
Lexus,RX 350,2023,44200000,20,66
Toyota,Corolla,2022,11999000,0,65
BMW,X5,2014,22500000,11,30
Kia,Cerato Prestige,2022,12590000,2,658
Cadillac,Escalade Luxury,2023,65000000,25,659
Mercedes-Benz,E 250,1995,1650000,12,163
GAZ,GAZel',2006,5300000,32,95
Hyundai,Creta,2021,10900000,13,143
Kia,Rio,2015,5650000,2,151
Kia,Sportage,2018,11250000,2,125
Hyundai,Tucson,2019,11650000,13,107
Volkswagen,Vento,1993,1700000,23,483
GAZ,2410,1989,900000,32,660
Toyota,Camry,2007,6800000,0,38
Subaru,Legacy,2005,4900000,19,62
Hyundai,Sonata,2021,13800888,13,20
Kia,EV6,2023,29490000,2,661
Volkswagen,Polo,2014,5100000,23,152
Tesla,Model Y,2023,22500000,38,158
BMW,523,2006,6700000,11,662
Mitsubishi,Pajero,2002,4200000,14,102
Hyundai,Veloster,2013,7800000,13,339
Mitsubishi,Montero Sport,1999,4650000,14,24
Suzuki,Ertiga,2023,12300000,21,663
Nissan,Altima,2005,3000000,17,379
VAZ,2109,1995,1200000,16,300
BMW,X5,2021,49900000,11,30
Mercedes-Benz,E 280,1995,2650000,12,140
Hyundai,Sonata,2022,14400000,13,20
Kia,Carnival,2022,30000000,2,313
Lexus,LS 460,2011,14200000,20,115
Mercedes-Benz,GLC Coupe 300,2021,41000000,12,520
Hyundai,Staria,2022,23000000,13,90
Hyundai,Staria,2022,27690000,13,90
Volkswagen,Polo,2021,9380000,23,152
Toyota,Camry,2007,6400000,0,38
Hyundai,Elantra,2022,12030000,13,17
Toyota,Camry,2008,6900000,0,38
Hyundai,Sonata,2003,2700000,13,20
GAZ,GAZel',2012,5800000,32,95
Toyota,Matrix,2008,5800000,0,527
Nissan,Teana,2003,3500000,17,41
Hyundai,Elantra,2021,13500000,13,17
BMW,X6,2011,13000000,11,31
BMW,316,2014,12500000,11,664
Toyota,Corolla,2010,7100000,0,65
Volkswagen,ID.4,2022,16000000,23,75
Kia,Cerato GT Line,2023,13690000,2,665
EXEED,VX Flagship,2023,21940000,41,666
Mitsubishi,L200 Instyle,2022,23900000,14,667
Toyota,Camry,2020,15300000,0,38
Toyota,Land Cruiser Prado,2008,16200000,0,21
Hyundai,Creta,2021,12390000,13,143
Hyundai,Tucson,2021,14700000,13,107
Toyota,Camry,2013,11000000,0,38
Volkswagen,Passat CC,2012,6500000,23,413
Mitsubishi,Chariot,1995,1200000,14,235
Subaru,Legacy,2005,5000000,19,62
JAC,J7,2022,9300000,50,668
VAZ,Largus,2014,4550000,16,323
BMW,530,2017,20000000,11,92
Mercedes-Benz,GL 500,2008,9800000,12,454
Mercedes-Benz,GL 500,2013,16800000,12,454
Toyota,Hilux,2007,6500000,0,138
Kia,Bongo,2018,10600000,2,110
Toyota,Camry,2005,6700000,0,38
Geely,Azkarra Comfort,2023,11190000,59,669
Mitsubishi,Pajero,2012,9000000,14,102
Hyundai,Accent,2020,9580000,13,50
Toyota,Camry,2020,16010000,0,38
Toyota,Land Cruiser,2005,3500000,0,43
VAZ,2121 Niva,2014,2300000,16,319
Toyota,RAV 4,1996,2900000,0,93
Subaru,Forester,2021,14800000,19,118
Mercedes-Benz,E 230,1996,2000000,12,153
Kia,K5,2021,17900000,2,4
Subaru,Forester,1998,2400000,19,118
Changan,CS35,2014,4000000,30,670
Land Rover,Range Rover,2018,62000000,4,6
Land Rover,Range Rover Sport,2016,23900000,4,7
Toyota,Camry,2014,11600000,0,38
Honda,e:NS1,2022,12500000,15,60
Hyundai,Elantra,2020,10500000,13,17
BMW,530,2003,5200000,11,92
Mazda,Millenia,2002,1800000,18,671
Lexus,GS 300,2000,5000000,20,80
Toyota,Windom,1995,1200000,0,104
Chevrolet,Cruze,2012,3700000,22,45
Nissan,X-Trail,2008,6500000,17,58
Toyota,Camry,2007,6508816,0,38
Kia,K8,2021,23900000,2,100
Kia,K3,2022,13600000,2,171
Skoda,Rapid,2018,8200000,40,498
Porsche,911,2006,29000000,8,612
Toyota,RAV 4,2019,17900000,0,93
Mercedes-Benz,S 63 AMG,2014,34000000,12,42
Toyota,Land Cruiser Prado,2021,28000000,0,21
Volkswagen,ID.4,2022,16000000,23,75
Hyundai,Sonata,2021,18000000,13,20
Nissan,Juke,2013,5800000,17,254
Toyota,Land Cruiser Prado,2011,19800000,0,21
Cadillac,XT6 Sport Platinum,2023,43000000,25,672
VAZ,2114,2013,1750000,16,27
Hyundai,Accent,2020,9358925,13,50
Chevrolet,Captiva,2014,9000000,22,385
Hyundai,Tucson,2019,12521846,13,107
Toyota,Camry,2021,17865000,0,38
Mitsubishi,Montero Sport,2022,23000000,14,24
Toyota,RAV 4,2018,13915000,0,93
Toyota,Camry,2002,5200000,0,38
Toyota,Corona Exiv,1994,2100000,0,489
Audi,80,1986,1100000,6,218
Lotus,Eletre,2023,68000000,34,111
Mitsubishi,Chariot,1996,1300000,14,235
BMW,525,1982,5000000,11,49
Volkswagen,Passat,1992,3000000,23,101
Toyota,Highlander,2023,38000000,0,19
Lexus,RX 350,2007,7500000,20,66
Lexus,IS 300,2018,16500000,20,656
Genesis,G70,2021,20500000,31,673
Zeekr,001,2023,26500000,3,5
Volkswagen,Passat,1996,2300000,23,101
Kia,Optima,2019,10500000,2,239
GMC,Yukon,2022,48500000,71,587
Avatr,11,2023,30500000,43,184
Audi,e-tron,2021,51000000,6,358
Toyota,Land Cruiser Prado,2009,10200000,0,21
Lexus,GS 300,1999,4250000,20,80
Nissan,Qashqai,2013,6600000,17,182
Hyundai,Accent,2013,4590000,13,50
Mercedes-Benz,E 350,2022,44500000,12,83
Toyota,Land Cruiser Prado,2022,34555555,0,21
Hyundai,Elantra,2022,14500000,13,17
Zeekr,001,2023,30490000,3,5
Mercedes-Benz,G 300,1992,8000000,12,674
Mercedes-Benz,G 500,2002,13500000,12,332
Land Rover,Range Rover,2007,7800000,4,6
Kia,Sportage,2013,9250000,2,125
Hyundai,Sonata,2023,16500000,13,20
Volkswagen,Beetle,2002,3200000,23,644
Hyundai,Sonata,2020,13500000,13,20
Kia,K5,2021,16060000,2,4
Toyota,Highlander,2012,13200000,0,19
Hyundai,Elantra,2015,7000000,13,17
Geely,Emgrand EC7,2014,2800000,59,430
Toyota,RAV 4,1994,4200000,0,93
Land Rover,Range Rover Sport,2021,69000000,4,7
Lexus,RX 300,2000,5500000,20,98
Skoda,Superb,2020,18200000,40,172
Volkswagen,Touareg,2010,7000000,23,154
Porsche,Macan,2019,28500000,8,126
Porsche,Cayenne,2010,15000000,8,12
Toyota,Highlander,2022,28900000,0,19
Zeekr,001,2023,28000000,3,5
Mercedes-Benz,E 200,2016,19000000,12,71
GAZ,GAZel',2006,3250000,32,95
Toyota,Land Cruiser Prado,1996,6500000,0,21
Kia,Sportage,2014,6500000,2,125
Nissan,Primera,1997,900000,17,216
Toyota,Land Cruiser Prado,2011,16500000,0,21
Mercedes-Benz,E 63 AMG,2019,51000000,12,391
Changan,CS75,2020,11300000,30,675
Toyota,Camry,2006,6000000,0,38
Hyundai,Elantra,2014,6999999,13,17
Genesis,GV80,2020,35000000,31,534
Mitsubishi,Challenger,1996,4800000,14,8
Hyundai,Accent,2014,5700000,13,50
Mercedes-Benz,E 230,1991,1700000,12,153
Zeekr,001,2023,28500000,3,5
Hyundai,Santa Fe,2019,14700000,13,67
Toyota,Land Cruiser,2022,48000000,0,43
Toyota,Land Cruiser Prado,2010,19400000,0,21
Toyota,Camry,2022,19000000,0,38
Lexus,RX 350,2023,43000000,20,66
Toyota,Land Cruiser Prado,2008,14800000,0,21
Kia,Picanto GT Line,2023,8990000,2,676
Kia,Rio,2020,9200000,2,151
Kia,Sportage,2013,8600000,2,125
Ford,Mondeo,2003,3000000,24,244
Mitsubishi,Outlander,2008,9000000,14,77
Toyota,Avensis,2010,5500000,0,51
Mitsubishi,Pajero,1996,4300000,14,102
Lexus,ES 300h,2020,27000000,20,555
Toyota,Corolla Verso,2004,4800000,0,473
Kia,Cerato,2018,10200000,2,223
Lexus,LX 570,2019,58000000,20,36
Toyota,Highlander,2022,24900000,0,19
Lexus,RX 200t,2015,24000000,20,259
Tesla,Model 3,2019,16666666,38,222
Mercedes-Benz,E 230,1990,1300000,12,153
Toyota,Camry,2021,17000000,0,38
Hyundai,Tucson,2019,14200000,13,107
Suzuki,Grand Vitara,2008,7800000,21,180
Tesla,Model 3,2019,23500000,38,222
Cadillac,XT4,2021,26500000,25,677
Kia,Sportage,2014,9500000,2,125
Hyundai,Grandeur,2023,26500000,13,108
Hyundai,Accent,2018,7700000,13,50
Zeekr,001 YOU,2023,29000000,3,194
Infiniti,FX35,2005,4500000,28,502
Isuzu,Trooper,2002,4800000,66,678
Hyundai,Santa Fe,2023,22600000,13,67
Mitsubishi,ASX,2022,14700000,14,88
Mitsubishi,Eclipse Cross Instyle,2021,14500000,14,679
Mitsubishi,Eclipse Cross Instyle,2022,16500000,14,679
Mitsubishi,Eclipse Cross,2022,18200000,14,537
Mitsubishi,ASX,2022,14300000,14,88
Mitsubishi,Eclipse Cross Instyle,2021,15000000,14,679
Mitsubishi,ASX,2022,14700000,14,88
Mitsubishi,Eclipse Cross,2021,14500000,14,537
Mitsubishi,ASX,2022,14700000,14,88
Mitsubishi,Eclipse Cross Instyle,2021,15000000,14,679
Mitsubishi,ASX,2022,14700000,14,88
Mitsubishi,Eclipse Cross Intense,2022,14900000,14,680
Mitsubishi,Eclipse Cross,2021,14500000,14,537
Mitsubishi,ASX,2022,14700000,14,88
Mitsubishi,ASX,2021,14200000,14,88
Mitsubishi,ASX,2022,14700000,14,88
Mitsubishi,ASX,2022,14700000,14,88
Mitsubishi,ASX,2022,14700000,14,88
Mitsubishi,ASX,2022,14700000,14,88
Mitsubishi,ASX,2022,14400000,14,88
Mitsubishi,ASX,2022,14700000,14,88
Mitsubishi,ASX,2022,15400000,14,88
Mitsubishi,ASX,2022,14700000,14,88
Mitsubishi,ASX,2022,14700000,14,88
Mitsubishi,ASX,2022,14200000,14,88
Mitsubishi,Eclipse Cross Instyle,2021,14500000,14,679
Mitsubishi,ASX,2022,14700000,14,88
Mitsubishi,ASX,2022,14700000,14,88
Volkswagen,Teramont Status,2022,23990000,23,681
Volkswagen,Passat Business 2.0 TSI,2022,15590000,23,682
Toyota,Land Cruiser,2019,48900000,0,43
Lexus,LX 450,2016,42000000,20,683
Toyota,Camry,2021,17000000,0,38
Toyota,Highlander,2019,21000000,0,19
Toyota,Land Cruiser,2022,51500000,0,43
Mitsubishi,Delica,1995,1750000,14,81
Li,L9,2023,34500000,45,192
Hyundai,Tucson,2022,16300000,13,107
Hyundai,Santa Fe,2020,15300000,13,67
Nissan,Qashqai,2021,13500000,17,182
Mitsubishi,Delica,1996,8500000,14,81
Kia,Sportage,2022,19800000,2,125
BMW,335,2006,8500000,11,684
Volkswagen,Polo,2015,6700000,23,152
BMW,X6,2021,47000000,11,31
Mercedes-Benz,E 200,2021,27300000,12,71
Volkswagen,Multivan,2003,6800000,23,135
Lexus,RX 330,2004,7600000,20,168
Kia,Cee’d Comfort,2022,10290000,2,685
Mitsubishi,Pajero,1994,3000000,14,102
BMW,520,2014,11800000,11,281
Toyota,Land Cruiser Prado,2013,16300000,0,21
Land Rover,Range Rover,2011,16500000,4,6
Mercedes-Benz,S 63 AMG,2017,59500000,12,42
Mercedes-Maybach,S 600,2015,31999000,75,686
Toyota,Land Cruiser,2022,54500000,0,43
Hyundai,Creta,2018,8800000,13,143
Geely,Azkarra Flagship+,2023,13690000,59,687
Toyota,Mark II Qualis,1999,3850000,0,404
Hyundai,Elantra,2019,8650000,13,17
Hyundai,Tucson,2020,12200000,13,107
Hyundai,Palisade,2023,30850000,13,144
Toyota,Camry,2012,9200000,0,38
Volkswagen,Touareg,2004,5700000,23,154
Mercedes-Benz,S 350,2002,6250000,12,130
Toyota,Corolla,2008,6000000,0,65
Mitsubishi,Outlander,2021,10500000,14,77
Toyota,4Runner,1994,3600000,0,82
Hyundai,Creta,2016,8300000,13,143
Toyota,Solara,2004,5500000,0,688
GAZ,GAZel',2013,2200000,32,95
